"numero_uai","denomination_principale_uai","patronyme_uai","adresse_uai","localite_acheminement_uai","departement","code_postal_uai"
"0671552Y","LYCEE GENERAL PRIVE","LE GYMNASE JEAN STURM","8 place DES ETUDIANTS","STRASBOURG CEDEX",67,67060
"0701035V","LPO LYCEE DES METIERS","LOUIS ARAGON","RUE PIERRE MENDES FRANCE","HERICOURT",70,70400
"0693054V","GRETA TERTIAIRE","LYCEE ALBERT CAMUS","AVENUE DES NATIONS","RILLIEUX LA PAPE CEDEX",69,69164
"0700011G","LYCEE PROFESSIONNEL","HENRI FERTET","Place DU GENERAL BOICHUT","GRAY CEDEX",70,70104
"0711384U","LYCEE PROFESSIONNEL","DU BASSIN DE MONTCEAU","Rue DE LA LOGE","BLANZY",71,71450
"0622801H","LP LYCEE DES METIERS","DES TRAVAUX PUBLICS J.-BERTIN","1409 RUE D'AIRE","BRUAY LA BUISSIERE CEDEX",62,62702
"0650041S","LP LYCEE DES METIERS","JEAN DUPUY","1 rue ARISTIDE BERGES","TARBES CEDEX",65,65016
"0650060M","LYCEE GENERAL PRIVE","SAINT-PIERRE",,"ST PE DE BIGORRE",65,65270
"0650138X","LYCEE PROFESSIONNEL AGRICOLE","TARBES","59  ROUTE DE PAU","TARBES",65,65000
"0711439D","LYCEE PROF.AGRICOLE PRIVE","REINE ANTIER",,"ST MARTIN EN BRESSE",71,71620
"0720013Y","LYCEE PROFESSIONNEL","MAL LECLERC HAUTECLOCQUE","Rue DU GRAND DOUAI","MONTVAL SUR LOIR",72,72500
"0720030S","LYCEE GENERAL","BELLEVUE","2  RUE ABBAYE ST VINCENT","LE MANS CEDEX 1",72,72001
"0721684P","LYCEE POLYVALENT PRIVE","SAINT-CHARLES SAINTE-CROIX","25 rue ANTOINE DE SAINT EXUPERY","LE MANS",72,72000
"0680008P","LYCEE GENERAL ET TECHNOLOGIQUE","CAMILLE SEE","42  AVENUE DE L'EUROPE","COLMAR CEDEX",68,68025
"0672421T","SECTION ENSEIGNT PROFESSIONNEL","DU LYCEE GUTENBERG","22 rue LIXENBUHL","ILLKIRCH GRAFFENSTADEN",67,67400
"0671644Y","LYCEE D ENS.PROFESSIONN.PRIVE","LEP PRIVE MIXTE","1 RUE DR ALBERT SCHWEITZER","PFAFFENHOFFEN",67,67350
"0711494N","LYCEE POLYVALENT PRIVE","SAINT LAZARE","7 rue ST GERMAIN","AUTUN CEDEX",71,71404
"0660004W","LYCEE POLYVALENT","DEODAT DE SEVERAC","18  AVENUE DES TILLEULS","CERET CEDEX",66,66403
"0660011D","LYCEE POLYVALENT","JEAN LURCAT","25 avenue ALBERT CAMUS","PERPIGNAN CEDEX",66,66070
"0660021P","LYCEE POLYVALENT","CHARLES RENOUVIER","ROUTE DE CATLLAR","PRADES",66,66500
"0660057D","LYCEE CLIMATIQUE","ET SPORTIF PIERRE DE COUBERTIN","5  AVENUE PIERRE DE COUBERTIN","FONT ROMEU ODEILLO VIA",66,66120
"0710112L","LYCEE GEN.ET TECHNOL.PRIVE","JEANNE D'ARC","17  RUE PASTEUR","PARAY LE MONIAL",71,71600
"0670127Z","LP LYCEE DES METIERS","JEAN-FREDERIC OBERLIN","4  RUE DE L'ACADEMIE","STRASBOURG CEDEX",67,67081
"0670129B","LYCEE PROFESSIONNEL","JEAN GEILER","14 rue DES BATELIERS","STRASBOURG",67,67000
"0660831V","EMOP BUREAUTIQUE AUDIOVISUEL","LYCEE JEAN LURCAT","25 AVENUE ALBERT CAMUS","PERPIGNAN CEDEX",66,66070
"0660833X","CTRE NAT ENTRAINEMENT CRESPIN","LYCEE PIERRE DE COUBERTIN","2 AVENUE PIERRE DE COUBERTIN","FONT ROMEU ODEILLO VIA",66,66120
"0670002N","LYCEE GENERAL ET TECHNOLOGIQUE","SCHURE","2 rue DU LYCEE","BARR CEDEX",67,67142
"0650598X","COURS DE PROMOTION SOCIALE","DU LYCEE TECHNIQUE D ETAT","12 RUE GASTON DREYT","TARBES",65,65000
"0650886K","LYCEE PROF PRIVE DES METIERS","SAINT-PIERRE PRADEAU LA SEDE","24 avenue D'AZEREIX","TARBES",65,65000
"0730013T","LYCEE GENERAL","VAUGELAS","8 rue JEAN-PIERRE VEYRAT","CHAMBERY CEDEX",73,73006
"0720825F","LYCEE PROFESSIONNEL PRIVE","JOSEPH ROUSSEL","50  AVENUE BOLLEE","LE MANS",72,72000
"0720833P","LYCEE GENERAL PRIVE","NOTRE DAME","46 rue DE LA MAGDELEINE","LA FLECHE CEDEX",72,72205
"0720834R","LYCEE GEN.ET TECHNOL.PRIVE","ND DE STE CROIX","25 RUE ANTOINE DE ST EXUPERY","LE MANS",72,72000
"0720837U","LYCEE GEN.ET TECHNOL.PRIVE","NOTRE DAME","23 avenue FRANCOIS MITTERRAND","LE MANS",72,72000
"0670006T","LP LYCEE DES METIERS","PHILIPPE-CHARLES GOULDEN","2 RUE DE LA PISCINE","BISCHWILLER CEDEX",67,67241
"0650921Y","LYCEE TECHNOLOGIQUE PRIVE","SAINT-PIERRE","24 AVENUE D'AZEREIX","TARBES",65,65000
"0700024W","LYCEE PROFESSIONNEL","BEAUREGARD","32 RUE P RIMEY","LUXEUIL LES BAINS CEDEX",70,70306
"0710071S","LYCEE GENERAL ET TECHNOLOGIQUE","GABRIEL VOISIN","Rue SAINT JEAN","TOURNUS",71,71700
"0710080B","LP LYCEE DES METIERS","ALEXANDRE DUMAINE","95 espace ALEXANDRE DUMAINE","MACON CEDEX",71,71018
"0700077D","LYCEE PROFESSIONNEL PRIVE","GPE SCOLAIRE DE LA COMPASSION","800 RUE DE L'HERMITAGE","VILLERSEXEL",70,70110
"0672534R","LPO LYCEE DES METIERS","HAUT-BARR","4 rue JEAN DE MANDERSCHEID","SAVERNE CEDEX",67,67703
"0720048L","LPO LYCEE DES METIERS","RAPHAEL ELIZE","21 rue ST DENIS","SABLE SUR SARTHE CEDEX",72,72305
"0711572Y","GPT ETS POUR LA FORM CONTINUE","LYCEE TECHNIQUE","5 RUE DU COLLEGE","TOURNUS",71,71700
"0680086Z","SECTION ENSEIGNT PROFESSIONNEL","DU LYCEE JEAN MERMOZ","53 RUE DU DR HURST","ST LOUIS",68,68300
"0672597J","ECOLE SECONDAIRE PRIVEE","LYCEE DE L'EUROPE","RUE GEILER","STRASBOURG",67,67000
"0681203N","CRS PROMOTION PROFESSIONNELLE","DU LYCEE TECHNIQUE NATIONALISE","5 RUE DES CHANOINES","GUEBWILLER",68,68500
"0711067Z","LYCEE GEN.ET TECHNOL.AGRICOLE","MACON DAVAYE",,"DAVAYE",71,71960
"0400019D","LP LYCEE DES METIERS","DE L' AUTO FREDERIC ESTEVE",,"MONT DE MARSAN",40,40000
"0390002R","LYCEE PROFESSIONNEL","LES VIGNES","43 RUE DE LARNEY","ARBOIS CEDEX",39,39601
"0430021P","LYCEE GENERAL ET TECHNOLOGIQUE","SIMONE WEIL","22 BOULEVARD MARECHAL JOFFRE","LE PUY EN VELAY CEDEX",43,43003
"0430098Y","LPO PRIVE LYCEE DES METIERS","ANNE MARIE MARTEL","2 RUE ANNE-MARIE MARTEL","LE PUY EN VELAY CEDEX",43,43002
"0430111M","LYCEE PROFESSIONNEL AGRICOLE",,"AVENUE DE L'HERMITAGE","ESPALY ST MARCEL",43,43000
"0440307V","LYCEE PROFESSIONNEL PRIVE","STE THERESE","80 RUE D ANJOU","ST NAZAIRE",44,44600
"0671610L","LYCEE GEN.ET TECHNOL.PRIVE","INSTITUTION NOTRE DAME","6  RUE DES BONNES GENS","STRASBOURG CEDEX",67,67082
"0671615S","LYCEE GENERAL PRIVE","ECOLE AQUIBA","4  RUE BALDUNG GRIEN","STRASBOURG",67,67000
"0440005S","LYCEE POLYVALENT","GUY MOQUET - ETIENNE LENOIR","1 rue DE L EUROPE","CHATEAUBRIANT CEDEX",44,44146
"0440355X","LYCEE AGRICOLE PRIVE","CHARLES PEGUY","3  RUE DE LA SEVRE GORGES","GORGES",44,44190
"0440029T","LYCEE GENERAL ET TECHNOLOGIQUE","LIVET","16 rue DUFOUR","NANTES CEDEX 1",44,44042
"0440033X","LP LYCEE DES METIERS","FRANCOIS ARAGO","23 rue DU RECTEUR SCHMITT","NANTES CEDEX 3",44,44322
"0660626X","LYCEE PRIVE","SAINT-DOMINIQUE","33 RUE DE L HOSPICE","PRADES",66,66500
"0660640M","COURS DE PROMOTION SOCIALE","DU LYCEE CHARLES RENOUVIER","ROUTE DE CATTLAR","PRADES",66,66500
"0440056X","LYCEE PROFESSIONNEL","ALBERT CHASSAGNE","5  RUE ALEXIS MANEYROL","PAIMBOEUF",44,44560
"0440074S","LYCEE PROFESSIONNEL","BROSSAUD-BLANCHO","10  BOULEVARD PIERRE DE COUBERTI","ST NAZAIRE CEDEX",44,44616
"0660768B","LYCEE GENERAL PRIVE","SAINT-LOUIS-DE-GONZAGUE","71 avenue DU DOCTEUR SCHWEITZER","PERPIGNAN CEDEX",66,66050
"0660856X","LPO LYCEE DES METIERS","ROSA LUXEMBURG","2 avenue JEAN MOULIN","CANET EN ROUSSILLON CEDEX",66,66141
"0670024M","LP LYCEE DES METIERS","ANDRE SIEGFRIED","12 RUE DES DOMINICAINS","HAGUENAU CEDEX",67,67504
"0670042G","SECTION ENSEIGNT PROFESSIONNEL","DU LYCEE LOUIS MARCHAL","2 route INDUSTRIELLE DE LA HARDT","MOLSHEIM CEDEX",67,67122
"0422159U","LYCEE POLYVALENT PRIVE","LE MARAIS SAINTE THERESE","48 BOULEVARD THIERS","ST ETIENNE",42,42000
"0670067J","LYCEE PROFESSIONNEL","HAUTE-BRUCHE","18 RUE DES GRIVES","SCHIRMECK CEDEX",67,67131
"0670078W","LYCEE GENERAL ET TECHNOLOGIQUE","JEAN MONNET","2  PLACE A SCHWEITZER","STRASBOURG CEDEX 1",67,67028
"0670090J","LYCEE PROFESSIONNEL","PIERRE BROUSSE","16 RUE DE DUNKERQUE","STRASBOURG CEDEX",67,67017
"0595657D","LYCEE POLYVALENT PRIVE LYCEE D","INSTITUT SAINT VINCENT DE PAUL","6 rue DU MARECHAL JOFFRE","LOOS",59,59120
"0442309W","LYCEE GENERAL ET TECHNOLOGIQUE","ALCIDE D'ORBIGNY","PLACE DE L EDIT DE NANTES","BOUAYE",44,44830
"0601870G","LP LYCEE DES METIERS","ANDRE MALRAUX","1 place NELSON MANDELA","MONTATAIRE CEDEX",60,60761
"0593164U","LYCEE GENERAL PRIVE","PREPARATOIRE A ENS CATHOLIQUE","158 RUE THIRION ET FERRON","LOOS",59,59120
"0596517N","FOYER","LYCEENS NON SEDENTAIRES","417 rue BERTHE GARNIER","DOUAI CEDEX",59,59508
"0596823W","ANTENNE DE CFA","LYCEE PRIVE OZANAM - UFA INST.","50  RUE SAINT-GABRIEL","LILLE CEDEX",59,59045
"0400047J","LYCEE PROFESSIONNEL","JEAN D ARCET","1 PLACE STE QUITTERIE","AIRE SUR L ADOUR CEDEX",40,40801
"0400097N","LP LYCEE DES METIERS","DU BÂTIMENT JEAN GARNIER","24  RUE HENRI BARBUSSE","MORCENX",40,40110
"0383263R","LYCEE GENERAL ET TECHNOLOGIQUE","MARIE REYNOARD","20 RUE LOUIS NEEL","VILLARD BONNOT",38,38190
"0601831P","LYCEE GEN.ET TECHNOL.PRIVE","ST JOSEPH DU MONCEL","8 PLACE DE L EGLISE","PONT STE MAXENCE CEDEX",60,60722
"0390970T","LYCEE AGRICOLE PRIVE","DE MORBIER","1  ALLÉE DE LA SAVINE","MORBIER",39,39400
"0400007R","LYCEE POLYVALENT","DE BORDA","7 avenue PAUL DOUMER","DAX CEDEX",40,40107
"0450049J","LYCEE GENERAL ET TECHNOLOGIQUE","POTHIER","2 bis rue MARCEL PROUST","ORLEANS CEDEX 1",45,45044
"0441789F","LYCEE PROF.AGRICOLE PRIVE","SAINT MARTIN","RUE DE LA FORET","MACHECOUL ST MEME",44,44270
"0442227G","LYCEE POLYVALENT PRIVE","IFOM","17  BOULEVARD DES MARTYRS NANTAI","NANTES",44,44200
"0441794L","LYCEE PROF.AGRICOLE PRIVE","KERGUENEC",,"ST MOLF",44,44350
"0441656L","LYCEE PROFESSIONNEL","PABLO NERUDA","RUE PABLO NERUDA","BOUGUENAIS",44,44340
"0440981C","LYCEE AGRICOLE PRIVE","GABRIEL DESHAYES","4  ROUTE DE REDON","ST GILDAS DES BOIS",44,44530
"0480025S","LYCEE POLYVALENT PRIVE","NOTRE-DAME","QUARTIER FONTANILLES","MENDE",48,48000
"0480606Y","LYCEE TECHNIQUE PRIVE","ANNEXE A ENS PRIVE NOTRE DAME","QUARTIER FONTANILLES","MENDE",48,48000
"0541229T","LYCEE PROFESSIONNEL","MARCEL PAUL","4 RUE DE LA TUILERIE","JARNY",54,54800
"0561464M","LYCEE PROF AGRICOLE PRIVE",,"RUE DU CHANOINE NIOL","QUESTEMBERT",56,56230
"0590093F","LPO LYCEE DES METIERS","BEAUPRE","8 AVENUE DE BEAUPRE","HAUBOURDIN CEDEX",59,59481
"0590119J","LYCEE GENERAL ET TECHNOLOGIQUE","FAIDHERBE","9 rue ARMAND CARREL","LILLE CEDEX",59,59034
"0590256H","LYCEE PROFESSIONNEL","JEAN-BAPTISTE CARPEAUX",,"CRESPIN",59,59154
"0590262P","LYCEE PROFESSIONNEL","GUSTAVE EIFFEL","96 RUE JULES LEBLEU","ARMENTIERES CEDEX",59,59427
"0590265T","LP LYCEE DES METIERS","EDMOND LABBE","817 rue CHARLES BOURSEUL","DOUAI CEDEX",59,59508
"0490784L","LYCEE PROFESSIONNEL","HENRI DUNANT","15 rue DE HAARLEM","ANGERS CEDEX 02",49,49017
"0470004Z","LYCEE PROFESSIONNEL","ANTOINE LOMET","221  AVENUE D ITALIE","AGEN",47,47000
"0590143K","LYCEE GENERAL","YVES KERNANEC","91 avenue DU DOCTEUR CALMETTE","MARCQ EN BAROEUL CEDEX",59,59702
"0490824E","LYCEE GENERAL PRIVE","ST MARTIN","5  CLOÎTRE SAINT MARTIN","ANGERS CEDEX 02",49,49022
"0490826G","LYCEE POLYVALENT PRIVE","SAINT-CHARLES","30 BIS BOULEVARD CLEMENCEAU","ANGERS",49,49000
"0470015L","LP LYCEE DES METIERS","PORTE DU LOT","PORTE DU LOT","CLAIRAC",47,47320
"0460490H","LYCEE GEN.ET TECHNOL.AGRICOLE","DE FIGEAC",,"FIGEAC",46,46100
"0460504Y","LYCEE PROF.AGRICOLE PRIVE","INSTITUT ALAIN DE SOLMINIHAC","RUE DU 8 MAI","PRAYSSAC",46,46220
"0470029B","LP LYCEE DES METIERS","JACQUES DE ROMAS","ROUTE DE MEZIN","NERAC",47,47600
"0470040N","LP LYCEE DES METIERS","DE L HABITAT LOUIS COUFFIGNAL","Rue DU ROOY","VILLENEUVE SUR LOT CEDEX",47,47307
"0490832N","LYCEE POLYVALENT PRIVE","DE COMBREE","1 PLACE MAURICE BRILLANT","COMBREE",49,49520
"0490838V","LYCEE GEN.ET TECHNOL.PRIVE","ST LOUIS","47 RUE D ALSACE","SAUMUR",49,49400
"0490040C","LYCEE GENERAL","DUPLESSIS MORNAY","1 rue DURUY","SAUMUR CEDEX",49,49408
"0490055U","LPO LYCEE DES METIERS","SADI CARNOT - JEAN BERTIN","25 rue MARCEAU","SAUMUR CEDEX",49,49401
"0492015Z","LYCEE GEN.ET TECHNOL.PRIVE","SACRE COEUR","2  RUE MILLET","ANGERS CEDEX 02",49,49101
"0492019D","LYCEE TECHNOLOGIQUE PRIVE","URBAIN MONGAZON","1 RUE DU COLOMBIER","ANGERS CEDEX 01",49,49036
"0530778H","LP LYCEE DES METIERS","GASTON LESNARD","84  BOULEVARD VOLNEY","LAVAL CEDEX",53,53015
"0540015Y","LP LYCEE DES METIERS","ENTRE MEURTHE ET SÂNON","2  RUE LEVASSOR","DOMBASLE SUR MEURTHE",54,54110
"0540037X","LYCEE PROFESSIONNEL","PAUL LAPIE","6 AVENUE DU DOCTEUR PAUL KAHN","LUNEVILLE CEDEX",54,54301
"0490886X","LYCEE PROF PRIVE DES METIERS","LA PROVIDENCE","33 AVENUE GUSTAVE FERRIE","CHOLET CEDEX",49,49306
"0490910Y","LYCEE PROFESSIONNEL PRIVE","LES ARDILLIERS","1 quai DU JAGUENEAU","SAUMUR CEDEX",49,49421
"0490911Z","LYCEE TECHNOLOGIQUE PRIVE","BOURG-CHEVREAU STE ANNE","7 RUE DU 8 MAI 1945","SEGRE",49,49500
"0521032P","LPO LYCEE DES METIERS","CHARLES DE GAULLE","Avenue CHRISTIAN PINEAU","CHAUMONT CEDEX 9",52,52903
"0491027A","LYCEE AGRICOLE PRIVE","POUILLE",,"LES PONTS DE CE CEDEX",49,49136
"0530046M","LYCEE GEN.ET TECHNOL.PRIVE","ST MICHEL","5 rue HENRI DUNANT","CHATEAU GONTIER CEDEX",53,53204
"0470935L","E.M.O.P. MENUISERIE POLYVALENT","LYCEE B. PALISSY  AGEN","164 BOULEVARD B  PALISSY","AGEN",47,47000
"0480009Z","LYCEE GENERAL ET TECHNOLOGIQUE","EMILE PEYTAVIN","AVENUE DU 11 NOVEMBRE","MENDE CEDEX",48,48001
"0541290J","LYCEE PROFESSIONNEL","HENRI WALLON","1 RUE HENRY WALLON","VILLERUPT",54,54190
"0541309E","LYCEE GEN.ET TECHNOL.PRIVE","DES RECOLLETS","44 rue DU GENERAL PERSHING","LONGWY",54,54400
"0541319R","LYCEE GENERAL PRIVE","SAINT DOMINIQUE","11  RUE DU MANEGE","NANCY CEDEX",54,54004
"0541344T","LYCEE PROFESSIONNEL PRIVE","SAINT MICHEL","AVENUE CHARTREUSE DE BOSSERVILLE","ART SUR MEURTHE",54,54510
"0541357G","LYCEE PROFESSIONNEL PRIVE","NOTRE DAME","1 rue DU BOIS PRIEUR","MONT ST MARTIN",54,54350
"0541369V","LYCEE PROFESSIONNEL PRIVE","DU HAUT BOURGEOIS","35 RUE DU HAUT BOURGEOIS BP 3389","NANCY CEDEX",54,54015
"0541377D","LYCEE PROFESSIONNEL PRIVE","JEAN-BAPTISTE VATELOT","6 RUE DE LA REPUBLIQUE","TOUL CEDEX",54,54203
"0460032K","LP LYCEE DES METIERS","CHAMPOLLION","13 AVENUE FERNAND PEZET","FIGEAC CEDEX",46,46106
"0550029H","LYCEE PROFESSIONNEL","LEP VAUBAN","PLACE VAUBAN","VERDUN CEDEX",55,55107
"0550047C","LYCEE GEN.ET TECHNOL.PRIVE","SAINT LOUIS","28 RUE VOLTAIRE","BAR LE DUC CEDEX",55,55001
"0541475K","LYCEE PROFESSIONNEL AGRICOLE","NANCY-PIXERECOURT",,"MALZEVILLE",54,54220
"0561857P","ANTENNE DE CFA","LYCEE PAYS DE VILAINE    IFRIA","RUE MOULINS","ST JACUT LES PINS",56,56220
"0570258W","LYCEE PROFESSIONNEL PRIVE","DE L ASM","RUE DES RONCES","GUENANGE",57,57310
"0570260Y","LYCEE PROFESSIONNEL PRIVE","LEP ASM","97 RUE DE WENDEL","HAYANGE",57,57700
"0570272L","LYCEE PROFESSIONNEL PRIVE","LEP FEMININ","RUE PASTEUR",,57,57100
"0570278T","LYCEE PROFESSIONNEL PRIVE","JEANNE D'ARC","7 PLACE ST MARTIN","CUVRY",57,57420
"0570283Y","LYCEE PROFESSIONNEL PRIVE","ANNE DE MEJANES","3  RUE GOUSSAUD","METZ",57,57000
"0460622B","LYCEE PROFESSIONNEL PRIVE","LEP NOTRE DAME","49 RUE DES SOUBIROUS","CAHORS",46,46000
"0420937R","LYCEE TECHNOLOGIQUE","BENOIT FOURNEYRON","24 RUE VIRGILE","ST ETIENNE CEDEX 2",42,42013
"0442095N","LYCEE GENERAL ET TECHNOLOGIQUE","LA HERDRIE","RUE BASSE LANDE BASSE-GOULAINE","BASSE GOULAINE",44,44115
"0441552Y","LYCEE POLYVALENT","LES BOURDONNIERES","Rue DE LA PERRIERE","NANTES CEDEX 2",44,44265
"0441784A","LYCEE PROF.AGRICOLE PRIVE","JEAN-BAPTISTE ERIAU","ESPACE ROHAN","ANCENIS",44,44150
"0442071M","LYCEE PROFESSIONNEL PRIVE","DANIEL BROTTIER","Chemin DU COUVENT","BOUGUENAIS",44,44340
"0501219D","LYCEE POLYVALENT","CURIE-COROT","377 rue DE L'EXODE","ST LO CEDEX",50,50010
"0540061Y","LP LYCEE DES METIERS","MARIE MARVINGT","8  RUE JEAN MOULIN","TOMBLAINE",54,54510
"0540076P","LYCEE POLYVALENT","JEAN ZAY","2 rue DE LA TUILERIE","JARNY CEDEX",54,54801
"0520940P","LYCEE PROFESSIONNEL","LE HAUT DU VAL","9 RUE ST EXUPERY","CHAUMONT CEDEX",52,52008
"0542335V","SERVICE MUTUALISE CHAUFFAGE","LYCEE GEORGES DE LA TOUR","5  RUE DE LA CROIX ST CLAUDE","NANCY CEDEX",54,54052
"0590018Z","LYCEE POLYVALENT","JESSE DE FOREST","15 avenue DU PONT ROUGE","AVESNES SUR HELPE CEDEX",59,59363
"0590187H","LYCEE PROFESSIONNEL","LOUIS LOUCHEUR","8 BOULEVARD DE LYON","ROUBAIX",59,59100
"0590192N","LPO LYCEE DES METIERS","ERNEST COUTEAUX","37 AVENUE DU COLLEGE","ST AMAND LES EAUX CEDEX",59,59734
"0590193P","LYCEE PROFESSIONNEL","ERNEST COUTEAUX","37 AVENUE DU COLLEGE","ST AMAND LES EAUX CEDEX",59,59734
"0590212K","LYCEE GENERAL",,"80  BOULEVARD GAMBETTA","TOURCOING CEDEX",59,59208
"0590073J","LYCEE GENERAL ET TECHNOLOGIQUE","AUGUSTE ANGELLIER","145 boulevard DE LA REPUBLIQUE","DUNKERQUE CEDEX 2",59,59942
"0590078P","LYCEE PROFESSIONNEL","ROMAIN ROLLAND","11 RUE DU PONT DE PIERRE","FEIGNIES",59,59750
"0590222W","LYCEE GENERAL ET TECHNOLOGIQUE","WATTEAU","20 boulevard PATER","VALENCIENNES CEDEX",59,59307
"0590254F","LYCEE PROFESSIONNEL","AN LP ILE JEANTY A DUNKERQUE","RUE JEAN BAPTISTE LEBAS","GRAVELINES",59,59820
"0510036M","LP LYCEE DES METIERS","GUSTAVE EIFFEL","34 rue DE NEUFCHATEL","REIMS CEDEX",51,51066
"0510053F","LYCEE POLYVALENT","LA FONTAINE DU VE","Avenue DE LA FONTAINE DU VE","SEZANNE CEDEX",51,51122
"0510063S","LYCEE PROFESSIONNEL",,"FAUBOURG DE VITRY-LE-BRULE","VITRY LE FRANCOIS",51,51300
"0580922M","EMOP ENTRETIEN GENER.BATIMENTS","LYCEE J.RENARD NEVERS","11 BOULEVARD ST EXUPERY","NEVERS CEDEX",58,58002
"0501786V","LYCEE TECHNOLOGIQUE PRIVE","INSTITUT SAINT LO","18 RUE DE L ORATOIRE","AGNEAUX",50,50180
"0572028V","LYCEE PROFESSIONNEL","SOPHIE GERMAIN","9 impasse COLBERT","THIONVILLE CEDEX",57,57101
"0521045D","LYCEE TECHNOLOGIQUE PRIVE","DE L'ASSOMPTION","50 RUE DU MARECHAL DE LATTRE","ST DIZIER CEDEX",52,52108
"0530011Z","LYCEE GENERAL ET TECHNOLOGIQUE","DOUANIER ROUSSEAU","7 rue DES ARCHIVES","LAVAL CEDEX",53,53013
"0530012A","LGT LYCEE DES METIERS","REAUMUR","39  AVENUE CHANZY","LAVAL CEDEX",53,53013
"0530016E","LYCEE GENERAL ET TECHNOLOGIQUE","LAVOISIER","281  RUE DU POMMIER","MAYENNE CEDEX",53,53103
"0501599S","LYCEE PROFESSIONNEL","MARITIME ET AQUACOLE","Rue MATIGNON","CHERBOURG OCTEVILLE CEDEX",50,50651
"0511218X","LYCEE PROFESSIONNEL AGRICOLE",,,"L EPINE",51,51460
"0511645L","LYCEE AGRICOLE PRIVE","THILLOIS","4 RUE DES ECOLES","THILLOIS",51,51370
"0510008G","LP LYCEE DES METIERS","ETIENNE OEHMICHEN","8 AVENUE DU MONT HERY","CHALONS EN CHAMPAGNE CEDEX",51,51037
"0520029Z","LYCEE PROFESSIONNEL","BLAISE PASCAL","1 avenue MARCEL PAUL","ST DIZIER",52,52100
"0550003E","LYCEE PROFESSIONNEL","EMILE ZOLA","5  RUE D'ANJOU","BAR LE DUC CEDEX",55,55012
"0520679F","LYCEE GEN.ET TECHNOL.PRIVE","ESTIC","1 BIS RUE DU MAL DE LATTRE","ST DIZIER CEDEX",52,52115
"0520692V","LYCEE PROFESSIONNEL PRIVE","ESTIC","1 BIS RUE DU MAL DE LATTRE","ST DIZIER CEDEX",52,52115
"0491801S","LYCEE PROF.AGRICOLE PRIVE","LES BUISSONNETS","7  BOULEVARD DAVIERS","ANGERS",49,49100
"0573326F","LYCEE POLYVALENT","LOUIS CASIMIR TEYSSIER","23 rue DU SCHELLENTHAL","BITCHE",57,57230
"0572213W","COURS PROFESSIONNELS","DU LYCEE TECHNIQUE NATIONALISE","4  RUE FULRAD","SARREGUEMINES",57,57200
"0572220D","COURS PROFESSIONNELS","DU LYCEE TECHNIQUE NATIONAL","15  ROUTE DE LA BRIQUETERIE","THIONVILLE",57,57100
"0511135G","LYCEE GENERAL PRIVE","NOTRE-DAME ST VICTOR","11 RUE JEAN CHANDON MOET","EPERNAY",51,51200
"0511142P","LYCEE GENERAL PRIVE","SACRE-COEUR","86  RUE DE COURLANCY","REIMS CEDEX",51,51096
"0511145T","LYCEE POLYVALENT PRIVE","ST MICHEL","39  RUE MARTIN PELLER","REIMS",51,51100
"0511153B","LYCEE PROFESSIONNEL PRIVE","JEANNE D'ARC - LA SALLE","94  AVENUE DE LAON","REIMS CEDEX",51,51721
"0530520C","LYCEE PROFESSIONNEL AGRICOLE","HAUT ANJOU","40 ROUTE SABLE","CHATEAU GONTIER",53,53200
"0530816Z","LYCEE AGRICOLE PRIVE","D ORION","2 rue DE LA LIBERATION","EVRON",53,53600
"0540087B","LYCEE GEN.ET TECHNOL.PRIVE","SAINTE ELISABETH","1 RUE JEANNOT","NANCY",54,54000
"0541816F","LYCEE PROFESSIONNEL","JEAN MONNET","8 RUE ST DON","DOMBASLE SUR MEURTHE",54,54110
"0542293Z","LPO LYCEE DES METIERS","JACQUES-MARIE BOUTET DE MONVEL","4  RUE BOUTET DE MONVEL","LUNEVILLE",54,54300
"0573517N","GROUPEMENT POUR PAYE DES C.E.S","LYCEE CHARLEMAGNE","17  AVENUE CLEMENCEAU","THIONVILLE",57,57100
"0573518P","GROUPEMENT POUR PAYE DES C.E.S","LYCEE HENRI NOMINE","60  RUE MARECHAL FOCH","SARREGUEMINES CEDEX",57,57215
"0501213X","LYCEE GEN.ET TECHNOL.AGRICOLE","COUTANCES","ROUTE DE MONTMARTIN","COUTANCES",50,50200
"0551032Y","LYCEE PROFESSIONNEL PRIVE","SAINTE JEANNE D'ARC","23 RUE POINCARE","COMMERCY",55,55200
"0594653M","LP LYCEE DES METIERS","ANDRE JURENIL","BOULEVARD DU 8 MAI 1945","DENAIN CEDEX",59,59723
"0421676U","LYCEE AGRICOLE PRIVE","SURY LE COMTAL","1  RUE DU PETIT LAVOIR","SURY LE COMTAL",42,42450
"0430953C","LYCEE POLYVALENT","EMMANUEL CHABRIER",,"YSSINGEAUX CEDEX",43,43201
"0440259T","LYCEE TECHNOLOGIQUE PRIVE","ND D'ESPERANCE","15 RUE DU BOIS SAVARY","ST NAZAIRE CEDEX",44,44615
"0500026G","LYCEE GENERAL ET TECHNOLOGIQUE","CHARLES FRANCOIS LEBRUN","2 rue DU LYCEE","COUTANCES CEDEX",50,50207
"0912093F","LYCEE TECHNIQUE PRIVE","ST LEON","4 QUAI DE L ESSONNE","CORBEIL ESSONNES",91,91100
"0920145H","LYCEE GENERAL ET TECHNOLOGIQUE","LAKANAL","3 avenue PDT FRANKLIN ROOSEVELT","SCEAUX CEDEX",92,92331
